# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	317229	317531	-	AVX54823.1			50S ribosomal protein L21	rplU		JCVISYN3A_0501	303	100	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	317677	318078	-							JCVISYN3A_0503	402		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	317677	318078	-	AVX54824.1			Uncharacterized protein			JCVISYN3A_0503	402	133	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	318101	318988	-					rsmI		JCVISYN3A_0504	888		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	318101	318988	-	AVX54825.1			16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		JCVISYN3A_0504	888	295	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	319048	319191	-					rpmG		JCVISYN3A_0930	144		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	319048	319191	-	AVX54826.1			50S ribosomal protein L33	rpmG		JCVISYN3A_0930	144	47	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	319364	320437	+							JCVISYN3A_0505	1074		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	319364	320437	+	AVX54827.1			Uncharacterized lipoprotein			JCVISYN3A_0505	1074	357	
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320530	320618	-					tRNA-Leu		JCVISYN3A_0506	89		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320530	320618	-				tRNA-Leu	tRNA-Leu		JCVISYN3A_0506	89		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320629	320704	-					tRNA-Lys		JCVISYN3A_0507	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320629	320704	-				tRNA-Lys	tRNA-Lys		JCVISYN3A_0507	76		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320709	320783	-					tRNA-Gln		JCVISYN3A_0508	75		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320709	320783	-				tRNA-Gln	tRNA-Gln		JCVISYN3A_0508	75		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320790	320873	-					tRNA-Tyr		JCVISYN3A_0509	84		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320790	320873	-				tRNA-Tyr	tRNA-Tyr		JCVISYN3A_0509	84		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320880	320955	-					tRNA-Thr		JCVISYN3A_0510	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	320880	320955	-				tRNA-Thr	tRNA-Thr		JCVISYN3A_0510	76		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	321082	321705	-							JCVISYN3A_0511	624		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	321082	321705	-	AVX54828.1			Uncharacterized protein			JCVISYN3A_0511	624	207	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	321754	322701	-					plsC		JCVISYN3A_0512	948		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	321754	322701	-	AVX54829.1			Acyl-phosphate glycerol 3-phosphate acyltransferase	plsC		JCVISYN3A_0512	948	315	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	322858	323190	-					acpS		JCVISYN3A_0513	333		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	322858	323190	-	AVX54830.1			ACP synthase	acpS		JCVISYN3A_0513	333	110	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	323250	323732	-					dctD		JCVISYN3A_0515	483		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	323250	323732	-	AVX54831.1			Cytidine deaminase	dctD		JCVISYN3A_0515	483	160	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	323735	325036	-							JCVISYN3A_0516	1302		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	323735	325036	-	AVX54832.1			Uncharacterized protein			JCVISYN3A_0516	1302	433	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	325029	325961	-					rluD		JCVISYN3A_0517	933		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	325029	325961	-	AVX54833.1			Uncharacterized RNA pseudouridine synthase	rluD		JCVISYN3A_0517	933	310	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	325942	326550	-					lspA		JCVISYN3A_0518	609		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	325942	326550	-	AVX54834.1			Lipoprotein signal peptidase	lspA		JCVISYN3A_0518	609	202	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	326541	329288	-					ileRS		JCVISYN3A_0519	2748		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	326541	329288	-	AVX54835.1			Isoleucine--tRNA ligase	ileRS		JCVISYN3A_0519	2748	915	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	329981	330970	-							JCVISYN3A_0520	990		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	329981	330970	-	AVX54836.1			Uncharacterized hydrolase			JCVISYN3A_0520	990	329	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	330983	331399	-					sepF		JCVISYN3A_0521	417		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	330983	331399	-	AVX54837.1			Cell division protein	sepF		JCVISYN3A_0521	417	138	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	331411	332568	-					ftsZ		JCVISYN3A_0522	1158		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	331411	332568	-	AVX54838.1			Cell division protein	ftsZ		JCVISYN3A_0522	1158	385	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	332683	333843	-					ftsA		JCVISYN3A_0523	1161		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	332683	333843	-	AVX54839.1			Cell division protein	ftsA		JCVISYN3A_0523	1161	386	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	333852	334778	-					rsmH; mraW		JCVISYN3A_0524	927		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	333852	334778	-	AVX54840.1			16S rRNA (cytosine(1402)-N(4))-methyltransferase	rsmH; mraW		JCVISYN3A_0524	927	308	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	334787	335188	-					mraZ		JCVISYN3A_0525	402		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	334787	335188	-	AVX54841.1			Cell division/cell wall cluster transcriptional repressor	mraZ		JCVISYN3A_0525	402	133	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	335295	335474	-					rpmF		JCVISYN3A_0526	180		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	335295	335474	-	AVX54842.1			50S ribosomal protein L32	rpmF		JCVISYN3A_0526	180	59	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	335489	336007	-							JCVISYN3A_0527	519		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	335489	336007	-	AVX54843.1			Uncharacterized protein			JCVISYN3A_0527	519	172	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	336007	338391	-					pheRS		JCVISYN3A_0528	2385		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	336007	338391	-	AVX54844.1			Phenylalanine--tRNA ligase subunit beta	pheRS		JCVISYN3A_0528	2385	794	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	338400	339452	-					pheS		JCVISYN3A_0529	1053		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	338400	339452	-	AVX54845.1			Phenylalanine--tRNA ligase subunit alpha	pheS		JCVISYN3A_0529	1053	350	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	339482	340090	-							JCVISYN3A_0530	609		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	339482	340090	-	AVX54846.1			Uncharacterized protein			JCVISYN3A_0530	609	202	
gene	rRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	340214	340322	-					rrfB		JCVISYN3A_0532	109		
rRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	340214	340322	-				5S ribosomal RNA	rrfB		JCVISYN3A_0532	109		
gene	rRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	340384	343297	-					rrlB		JCVISYN3A_0533	2914		
rRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	340384	343297	-				23S ribosomal RNA	rrlB		JCVISYN3A_0533	2914		
gene	rRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	343517	345051	-					rrsB		JCVISYN3A_0534	1535		
rRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	343517	345051	-				16S ribosomal RNA	rrsB		JCVISYN3A_0534	1535		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	345258	346922	-					argRS		JCVISYN3A_0535	1665		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	345258	346922	-	AVX54847.1			Arginine--tRNA ligase	argRS		JCVISYN3A_0535	1665	554	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	346924	347472	-					frr		JCVISYN3A_0536	549		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	346924	347472	-	AVX54848.1			Ribosome recycling factor	frr		JCVISYN3A_0536	549	182	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	347483	348196	-					pyrH		JCVISYN3A_0537	714		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	347483	348196	-	AVX54849.1			UMP kinase	pyrH		JCVISYN3A_0537	714	237	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	348330	348935	-							JCVISYN3A_0538	606		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	348330	348935	-	AVX54850.1			Uncharacterized protein			JCVISYN3A_0538	606	201	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	348935	349822	-					tsf		JCVISYN3A_0539	888		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	348935	349822	-	AVX54851.1			Translation elongation factor Ts	tsf		JCVISYN3A_0539	888	295	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	349834	350712	-					rpsB		JCVISYN3A_0540	879		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	349834	350712	-	AVX54852.1			30S ribosomal protein S2	rpsB		JCVISYN3A_0540	879	292	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	350920	352038	-					dnaJ		JCVISYN3A_0541	1119		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	350920	352038	-	AVX54853.1			Molecular chaperone	dnaJ		JCVISYN3A_0541	1119	372	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	352102	353877	-					dnaK		JCVISYN3A_0542	1776		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	352102	353877	-	AVX54854.1			Molecular chaperone	dnaK		JCVISYN3A_0542	1776	591	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	353936	354538	-					grpE		JCVISYN3A_0543	603		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	353936	354538	-	AVX54855.1			Nucleotide exchange factor	grpE		JCVISYN3A_0543	603	200	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	354540	355562	-					hrcA		JCVISYN3A_0544	1023		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	354540	355562	-	AVX54856.1			Heat-inducible transcription repressor	hrcA		JCVISYN3A_0544	1023	340	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	355567	357708	-					clpB		JCVISYN3A_0545	2142		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	355567	357708	-	AVX54857.1			ATP-dependent Clp protease subunit B	clpB		JCVISYN3A_0545	2142	713	
gene	pseudogene	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	357871	358736	-							JCVISYN3A_0546	866		pseudo
CDS	without_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	357871	358736	-							JCVISYN3A_0546	866		pseudo
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	358736	359281	-							JCVISYN3A_0548	546		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	358736	359281	-	AVX54858.1			tRNA (cytidine(34)-2'-O)-methyltransferase			JCVISYN3A_0548	546	181	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	359294	359896	-					rgdB		JCVISYN3A_0549	603		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	359294	359896	-	AVX54859.1			Non-canonical purine NTP pyrophosphatase	rgdB		JCVISYN3A_0549	603	200	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	360403	361011	+					met14p		JCVISYN3A_0931	609		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	360403	361011	+	AVX54860.1			Adenylyl-sulfate kinase	met14p		JCVISYN3A_0931	609	202	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	361575	362774	-							JCVISYN3A_0592	1200		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	361575	362774	-	AVX54861.1			Uncharacterized protein			JCVISYN3A_0592	1200	399	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	363271	363549	-							JCVISYN3A_0593	279		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	363271	363549	-	AVX54862.1			Uncharacterized protein			JCVISYN3A_0593	279	92	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	363818	363958	-							JCVISYN3A_0599	141		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	363818	363958	-	AVX54863.1			Uncharacterized protein			JCVISYN3A_0599	141	46	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	364772	366604	+					rnjA		JCVISYN3A_0600	1833		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	364772	366604	+	AVX54864.1			Ribonuclease J	rnjA		JCVISYN3A_0600	1833	610	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	366679	367623	+							JCVISYN3A_0601	945		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	366679	367623	+	AVX54865.1			Uncharacterized protein			JCVISYN3A_0601	945	314	
gene	pseudogene	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	367755	369517	+							JCVISYN3A_0602	1763		pseudo
CDS	without_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	367755	369517	+							JCVISYN3A_0602	1763		pseudo
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	369520	370188	+							JCVISYN3A_0604	669		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	369520	370188	+	AVX54866.1			Uncharacterized protein			JCVISYN3A_0604	669	222	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	370371	370679	+							JCVISYN3A_0605	309		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	370371	370679	+	AVX54867.1			Uncharacterized protein			JCVISYN3A_0605	309	102	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	370946	372160	-					pgk		JCVISYN3A_0606	1215		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	370946	372160	-	AVX54868.1			Phosphoglycerate kinase	pgk		JCVISYN3A_0606	1215	404	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	372272	373288	-					gapDH		JCVISYN3A_0607	1017		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	372272	373288	-	AVX54869.1			Type I glyceraldehyde-3-phosphate dehydrogenase	gapDH		JCVISYN3A_0607	1017	338	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	373389	374327	-					dnaI		JCVISYN3A_0608	939		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	373389	374327	-	AVX54870.1			Primosomal protein	dnaI		JCVISYN3A_0608	939	312	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	374337	375521	-					dnaB		JCVISYN3A_0609	1185		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	374337	375521	-	AVX54871.1			Chromosome replication initiation protein	dnaB		JCVISYN3A_0609	1185	394	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	375678	376502	-					mutM		JCVISYN3A_0610	825		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	375678	376502	-	AVX54872.1			DNA-formamidopyrimidine glycosylase	mutM		JCVISYN3A_0610	825	274	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	376513	379248	-					polA		JCVISYN3A_0611	2736		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	376513	379248	-	AVX54873.1			DNA polymerase I	polA		JCVISYN3A_0611	2736	911	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	379257	382220	-					dnaE		JCVISYN3A_0612	2964		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	379257	382220	-	AVX54874.1			DNA polymerase III subunit alpha	dnaE		JCVISYN3A_0612	2964	987	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	382415	383659	-					tyrRS		JCVISYN3A_0613	1245		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	382415	383659	-	AVX54875.1			Tyrosine--tRNA ligase	tyrRS		JCVISYN3A_0613	1245	414	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	383668	384729	-					pncB		JCVISYN3A_0614	1062		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	383668	384729	-	AVX54876.1			Nicotinate phosphoribosyltransferase	pncB		JCVISYN3A_0614	1062	353	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	384707	385315	-							JCVISYN3A_0615	609		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	384707	385315	-	AVX54877.1			Uncharacterized protein			JCVISYN3A_0615	609	202	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	385390	386229	+					fakB		JCVISYN3A_0616	840		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	385390	386229	+	AVX54878.1			Fatty acid binding protein	fakB		JCVISYN3A_0616	840	279	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	386240	387091	+					fakB		JCVISYN3A_0617	852		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	386240	387091	+	AVX54879.1			Fatty acid binding protein	fakB		JCVISYN3A_0617	852	283	
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387127	387201	-					tRNA-Trp		JCVISYN3A_0618	75		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387127	387201	-				tRNA-Trp	tRNA-Trp		JCVISYN3A_0618	75		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387239	387314	-					tRNA-Trp		JCVISYN3A_0619	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387239	387314	-				tRNA-Trp	tRNA-Trp		JCVISYN3A_0619	76		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387390	387854	-							JCVISYN3A_0620	465		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387390	387854	-	AVX54880.1			Uncharacterized transcriptional regulator			JCVISYN3A_0620	465	154	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387855	388076	-					acpA		JCVISYN3A_0621	222		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	387855	388076	-	AVX54881.1			Acyl carrier protein	acpA		JCVISYN3A_0621	222	73	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	388100	388462	-							JCVISYN3A_0622	363		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	388100	388462	-	AVX54882.1			Uncharacterized lipoprotein			JCVISYN3A_0622	363	120	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	388449	389519	-							JCVISYN3A_0623	1071		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	388449	389519	-	AVX54883.1			Uncharacterized protein			JCVISYN3A_0623	1071	356	
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	389620	389695	-					tRNA-His		JCVISYN3A_0624	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	389620	389695	-				tRNA-His	tRNA-His		JCVISYN3A_0624	76		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	389882	392296	-					leuRS		JCVISYN3A_0634	2415		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	389882	392296	-	AVX54884.1			Leucine--tRNA ligase	leuRS		JCVISYN3A_0634	2415	804	
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	392434	392510	-					tRNA-Ile		JCVISYN3A_0635	77		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	392434	392510	-				tRNA-Ile	tRNA-Ile		JCVISYN3A_0635	77		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	392583	395372	-							JCVISYN3A_0636	2790		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	392583	395372	-	AVX54885.1			Uncharacterized lipoprotein			JCVISYN3A_0636	2790	929	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	395531	395929	-					rpsI		JCVISYN3A_0637	399		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	395531	395929	-	AVX54886.1			30S ribosomal protein S9	rpsI		JCVISYN3A_0637	399	132	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	395929	396384	-					rplM		JCVISYN3A_0638	456		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	395929	396384	-	AVX54887.1			50S ribosomal protein L13	rplM		JCVISYN3A_0638	456	151	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	396514	400659	-							JCVISYN3A_0639	4146		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	396514	400659	-	AVX54888.1			Uncharacterized efflux ABC transporter permease			JCVISYN3A_0639	4146	1381	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	400754	401509	-					truA		JCVISYN3A_0640	756		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	400754	401509	-	AVX54889.1			tRNA pseudouridine(38-40) synthase	truA		JCVISYN3A_0640	756	251	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	401512	402522	-					ecfT		JCVISYN3A_0641	1011		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	401512	402522	-	AVX54890.1			ECF transporter T component	ecfT		JCVISYN3A_0641	1011	336	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	402536	403447	-					ecfA		JCVISYN3A_0642	912		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	402536	403447	-	AVX54891.1			ECF transporter ATPase	ecfA		JCVISYN3A_0642	912	303	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	403435	404661	-					ecfA		JCVISYN3A_0643	1227		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	403435	404661	-	AVX54892.1			ECF transporter ATPase	ecfA		JCVISYN3A_0643	1227	408	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	404769	405128	-					rplQ		JCVISYN3A_0644	360		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	404769	405128	-	AVX54893.1			50S ribosomal protein L17	rplQ		JCVISYN3A_0644	360	119	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	405148	406101	-					rpoA		JCVISYN3A_0645	954		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	405148	406101	-	AVX54894.1			DNA-directed RNA polymerase subunit alpha	rpoA		JCVISYN3A_0645	954	317	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	406105	406494	-					rpsK		JCVISYN3A_0646	390		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	406105	406494	-	AVX54895.1			30S ribosomal protein S11	rpsK		JCVISYN3A_0646	390	129	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	406520	406885	-					rpsM		JCVISYN3A_0647	366		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	406520	406885	-	AVX54896.1			30S ribosomal protein S13	rpsM		JCVISYN3A_0647	366	121	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	406922	407035	-					rpmJ		JCVISYN3A_0648	114		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	406922	407035	-	AVX54897.1			50S ribosomal protein L36	rpmJ		JCVISYN3A_0648	114	37	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	407104	407328	-					infA		JCVISYN3A_0649	225		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	407104	407328	-	AVX54898.1			Translation initiation factor IF-1	infA		JCVISYN3A_0649	225	74	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	407340	408095	-					map		JCVISYN3A_0650	756		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	407340	408095	-	AVX54899.1			Type I methionyl aminopeptidase	map		JCVISYN3A_0650	756	251	
